slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
568,567,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@4=1;0@5=1;1@5=1;1@2=1;4@4=1;4@3=1;4@6=1;4@7=1;8@6=1;8@9=1,"4,5,2,3,6,7,9",10,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
569,568,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@7=2;6@6=1;7@8=1;8@0=1;8@2=1;8@4=1,"1,7,6,8,0,2,4",8,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
570,569,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=3;0@2=1;0@3=1;0@7=1;3@1=1;3@5=1;3@6=1;4@1=1;4@2=1;4@3=1;4@4=1;5@1=1;7@2=2;8@2=1;8@6=1;8@4=3,"1,2,3,7,5,6,4",21,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
571,570,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@3=1;0@4=2;0@5=1;0@8=2;1@2=1;1@7=1;2@1=1;2@2=1;2@8=2;3@0=1;4@3=1;4@7=1;5@1=2;5@2=1;5@8=2;5@7=1;5@0=1;6@8=1;8@1=3;8@8=1;8@0=1;8@6=1,"1,2,3,4,5,8,7,0,6",32,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
572,571,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@4=2;0@5=1;1@4=1;1@3=1;2@1=2;2@4=1;2@3=1;2@0=1;2@2=1;2@6=1;3@3=1;4@7=1;7@1=1;7@4=1;8@1=1;8@2=1;8@9=1,"1,4,5,3,0,2,6,7,9",20,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
573,572,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;1@2=1;2@2=1;2@1=1;2@5=1;2@6=1;3@1=2;4@5=1;4@8=1;5@7=1;5@9=1;7@1=1;7@9=1;8@1=1;8@9=1;8@3=1,"0,2,1,5,6,8,7,9,3",17,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
574,573,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@3=1;2@1=3;2@4=2;4@1=1;7@3=1;8@1=1;8@5=1;8@7=1,"2,3,1,4,5,7",12,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
575,574,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@4=1;2@1=1;2@3=1;2@6=1;4@1=1;6@1=1;8@4=1,"1,4,3,6",8,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
576,575,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@2=2;3@8=1;4@4=1;5@0=1;7@6=1,"2,8,4,0,6",6,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
577,576,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@3=1;0@4=2;0@5=1;0@8=1;0@9=1;2@5=1;2@2=2;2@6=1;4@0=1;4@9=1;4@2=1;4@6=1;6@0=1;6@5=1;7@3=1;7@2=1;8@0=1;8@3=1;8@4=1,"0,1,3,4,5,8,9,2,6",24,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
578,577,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@3=2;0@4=2;0@5=1;0@6=2;0@9=2;2@0=1;2@1=2;2@2=2;2@4=2;3@0=1;3@1=1;3@4=1;3@5=1;4@2=1;4@4=1;4@8=1;5@1=2;5@2=1;5@3=1;6@1=1;7@4=2;7@6=1;8@2=2;8@4=1;8@5=1;8@9=1,"0,1,2,3,4,5,6,9,8",39,29,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
579,578,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@3=1;0@4=1;0@5=1;0@8=1;2@0=1;2@4=1;2@8=1;3@3=1;3@2=1;3@7=1;4@1=1;4@4=3;5@4=1;5@9=1;6@4=1;6@2=1;6@6=1;8@8=1;8@7=1,"0,1,3,4,5,8,2,7,9,6",23,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
580,579,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=2;0@4=1;2@0=2;2@1=1;2@2=1;2@4=1;2@5=1;2@6=1;2@7=1;2@8=1;5@0=1;5@1=1;6@5=1;7@4=1;7@5=1;8@5=1,"0,1,2,4,5,6,7,8",20,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
581,580,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=2;0@3=1;0@5=2;0@6=1;0@8=1;1@2=1;1@1=1;3@5=1;4@1=1;5@6=1;5@1=1;5@4=2;8@2=1;8@6=1;8@8=3;8@1=2;8@4=1,"2,3,5,6,8,1,4",23,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
582,581,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@4=1;2@1=1;3@4=1;4@7=1;5@2=1;8@4=1,"4,1,7,2",6,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
583,582,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@9=1;4@1=1;4@2=1;4@4=2;5@0=1;8@1=1;8@2=2;8@6=1,"9,1,2,4,0,6",10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
584,583,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@4=1;0@5=1;0@6=1;3@4=1;4@1=1;4@2=1;4@3=1;5@2=1;5@4=1;5@6=2;5@9=2;6@6=1;7@2=2;7@3=1;7@9=1;8@9=1;8@0=1;8@8=1,"1,2,4,5,6,3,9,0,8",23,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
585,584,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;3@1=1;3@2=1;3@0=1;3@4=2;4@1=2;4@4=2;4@3=1;4@5=1;4@6=2;4@7=1;5@9=1;6@1=1;6@2=1;6@4=2;6@5=3;6@9=1;7@9=1;7@8=2;8@2=2;8@0=1;8@4=1;8@5=1,"1,2,0,4,3,5,6,7,9,8",33,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
586,585,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@5=1;2@3=1;3@5=1;3@3=1;3@9=1;4@1=1;4@4=2;4@6=1;4@8=2;5@9=1;5@4=1;5@6=1;5@8=1;5@2=1;6@3=1;6@4=1;6@6=3;6@8=1;6@2=2;6@0=1;8@7=1,"5,3,9,1,4,6,8,2,0,7",26,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
587,586,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@4=1;4@4=1;4@1=1;4@2=4;4@3=1;4@6=1;5@4=1;5@2=2;5@0=1;6@4=1;6@1=2;6@2=1;6@7=1;6@8=1;7@6=1;7@9=1;8@4=1;8@2=2,"4,1,2,3,6,0,7,8,9",24,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
588,587,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@4=2;3@9=1;4@9=1;4@1=1;4@2=2;4@3=1;4@5=1;5@4=2;6@4=1;6@9=1;6@1=1;6@2=3;6@6=1;6@7=1;7@4=1;7@9=1;7@1=1;7@3=1;7@7=1;8@1=1,"4,9,1,2,3,5,6,7",25,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
589,588,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@6=1;3@4=1;4@4=2;4@0=2;4@2=1;4@3=1;4@8=1;5@4=1;5@9=1;6@8=1;8@6=1,"6,4,0,2,3,8,9",13,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
590,589,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;4@9=1;5@9=1;5@2=1;6@2=1;6@4=1;6@8=1;7@4=1;7@7=1;8@4=1,"1,9,2,4,8,7",10,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
591,590,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@3=1;3@5=2;3@6=1;4@3=1;4@6=2;4@0=1;4@1=1;4@2=2;4@4=1;4@7=1;4@8=1;5@6=1;5@0=1;5@1=1;5@9=2;6@8=1;7@3=1;7@4=1;8@6=1;8@1=1;8@2=1;8@4=1;8@7=1;8@9=1,"3,5,6,0,1,2,4,7,8,9",28,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
592,591,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@9=1;3@0=1;3@1=2;3@3=1;3@4=2;3@6=1;4@9=2;4@1=1;4@3=1;4@4=4;4@6=1;4@5=1;5@9=1;5@0=2;5@1=1;5@4=2;5@7=1;6@9=1;6@1=2;6@4=1;6@2=1;7@9=1;7@4=2;7@7=1;7@2=2;8@9=1;8@1=1;8@4=1;8@8=1,"9,0,1,3,4,6,5,7,2,8",40,29,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
593,592,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@1=1;2@4=1;2@6=1;2@7=2;3@1=1;3@6=1;3@7=1;3@0=1;3@2=2;4@4=1;4@6=1;4@7=1;4@2=2;4@8=1;5@6=1;5@2=1;5@8=1;5@5=1;7@4=2;7@6=1;7@0=1;7@2=2;7@8=1;7@3=1;7@9=1;8@6=1;8@2=2;8@3=1,"1,4,6,7,0,2,8,5,3,9",34,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
594,593,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@9=1;3@1=1;3@2=2;3@4=2;4@9=1;4@2=1;4@5=1;5@4=2;5@3=1;5@6=2;7@2=3;7@4=1,"9,1,2,4,5,3,6",18,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
595,594,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;2@1=1;2@2=1;2@9=1;3@0=1;4@2=2;4@3=1;4@4=1;4@5=1;5@0=2;5@2=1;5@8=1;7@2=1;7@9=1;7@3=1;7@4=2;7@5=1;8@0=1;8@1=1;8@4=3,"0,1,2,9,3,4,5,8",25,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
596,595,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@1=2;2@4=1;4@0=1;4@7=1;5@4=1;5@7=1;7@4=1,"1,4,0,7",8,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
597,596,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;3@4=1;4@0=1;5@4=1;5@2=1;5@9=1;7@1=1;7@6=1;8@4=1;8@6=2;8@5=1;8@8=1,"1,4,0,2,9,6,5,8",13,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
598,597,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@4=1;0@5=1;0@6=1;0@8=1;2@4=1;2@5=1;3@1=1;4@2=1;4@4=3;4@6=3;4@8=3;5@2=2;5@4=2;5@5=1;5@6=1;5@0=1;5@3=1;7@1=1;7@2=1;7@5=1;7@3=1;7@9=1;8@2=1;8@8=1;8@3=1;8@9=1,"1,2,4,5,6,8,0,3,9",37,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
599,598,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@2=2;0@3=1;0@4=1;0@5=1;0@7=1;0@8=1;2@3=1;2@4=1;2@9=2;3@0=1;3@2=1;3@7=1;3@9=1;4@4=1;4@1=2;5@3=1;7@2=2;7@4=1;7@8=1;8@8=1;8@6=1,"0,2,3,4,5,7,8,9,1,6",27,22,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
600,599,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@2=3;0@3=3;0@4=1;0@5=1;0@8=1;2@1=1;2@2=1;2@7=3;2@9=2;4@2=1;4@7=2;5@1=1;5@3=1;5@8=1;7@1=1;7@8=2;7@6=1;8@4=2;8@9=1;8@6=1,"0,1,2,3,4,5,8,7,9,6",33,22,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
601,600,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=1;0@6=1;2@1=1;2@4=1;2@5=1;2@7=1;3@4=1;4@1=3;4@2=1;4@6=1;4@7=1;5@2=1;5@8=1;7@1=1;7@5=1;7@7=1,"1,2,3,4,6,5,7,8",21,19,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
602,601,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=1;0@8=1;0@9=1;2@2=1;2@4=1;2@9=1;2@0=1;2@6=1;3@6=1;3@7=1;4@2=1;5@3=1;7@1=1;8@4=1;8@7=1;8@1=1,"2,4,8,9,0,6,7,3,1",17,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
603,602,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@6=1;2@4=2;2@5=1;2@9=1;3@7=1;5@6=1;5@7=1;7@6=1;7@4=1;7@5=1;7@3=1;8@2=2;8@4=2,"0,1,2,6,4,5,9,7,3",19,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
604,603,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@4=1;2@2=1;2@7=1;3@6=1;3@8=1;4@4=2;4@2=1;4@7=1;4@3=2;5@4=2;5@7=1;5@6=1;5@9=1;7@4=1;8@5=1,"4,2,7,6,8,3,9,5",18,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
605,604,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@0=1;3@9=1;4@9=1;4@2=1;4@6=2;4@7=1;5@2=1;5@3=1;7@2=1;7@6=1;7@5=1;8@7=1;8@1=1,"0,9,2,6,7,3,5,1",14,13,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
606,605,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@9=1;1@2=1;2@3=1;3@9=1;3@7=1;4@9=1;4@2=4;4@0=1;4@4=2;4@8=1;5@3=1;5@0=1;5@8=1;5@1=1;6@4=1;7@9=1;7@7=1;7@4=1;7@1=2;7@5=1;8@4=1,"9,2,3,7,0,4,8,1,5",26,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
607,606,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=2;1@2=2;1@4=1;1@5=1;1@6=1;1@8=1;1@9=1;3@2=1;4@0=1;4@2=2;4@4=2;4@5=1;5@1=1;5@2=1;5@4=1;5@7=1;7@2=1;7@5=1;7@7=1;8@9=1,"0,1,2,4,5,6,8,9,7",25,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
608,607,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@4=1;0@6=1;0@8=1;0@9=2;1@2=2;1@4=5;1@6=1;3@2=1;3@4=1;3@9=1;4@1=1;4@2=2;4@4=1;4@8=1;4@5=1;5@1=1;5@4=2;5@3=1;7@5=1;7@0=1;8@1=1;8@4=1;8@9=1;8@3=1,"1,2,4,6,8,9,5,3,0",34,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
609,608,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=1;0@5=1;0@6=1;0@7=1;0@8=2;1@1=1;1@2=1;1@3=1;1@4=1;1@7=1;1@0=1;1@9=3;3@2=1;3@5=1;3@8=1;4@2=4;4@4=2;4@7=2;5@1=1;5@2=1;5@4=1;5@7=1;7@0=1;8@3=1;8@4=1,"1,2,3,4,5,6,7,8,0,9",36,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
610,609,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=1;0@6=2;1@1=1;1@2=1;1@0=1;1@7=1;3@3=1;4@1=1;4@2=1;5@1=1;5@4=1;5@5=1,"1,2,3,4,6,0,7,5",16,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
611,610,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=1;4@9=1;5@1=1;5@6=1;7@0=1;7@3=1,"0,2,9,1,6,3",7,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
